Date,Category,Amount,Type
2024-07-28,Utilities,209.55,Expense
2024-07-29,Health & Fitness,1603.7,Expense
2024-07-29,Food & Drink,329.87,Expense
2024-07-29,Food & Drink,1610.7,Expense
2024-07-30,Salary,5557.38,Income
2024-07-30,Rent,533.55,Expense
2024-08-01,Food & Drink,1451.74,Expense
2024-08-02,Shopping,1231.79,Expense
2024-08-02,Food & Drink,1891.97,Expense
2024-08-03,Salary,2650.6499999999996,Income
2024-08-03,Travel,397.55,Expense
2024-08-08,Entertainment,1234.23,Expense
2024-08-09,Health & Fitness,486.12,Expense
2024-08-11,Investment,1211.0,Income
2024-08-14,Shopping,712.72,Expense
2024-08-14,Entertainment,1040.31,Expense
2024-08-14,Rent,1839.16,Expense
2024-08-15,Health & Fitness,701.48,Expense
2024-08-22,Entertainment,1216.66,Expense
2024-08-23,Other,538.0,Income
2024-08-25,Shopping,1017.41,Expense
2024-08-25,Travel,686.53,Expense
2024-08-25,Other,4906.0,Income
2024-08-27,Travel,1391.44,Expense
2024-08-27,Salary,4626.6900000000005,Income
2024-08-28,Salary,4099.11,Income
2024-08-28,Food & Drink,969.12,Expense
2024-08-28,Shopping,1270.99,Expense
2024-08-30,Entertainment,1602.32,Expense
2024-09-01,Health & Fitness,1037.84,Expense
2024-09-02,Other,2533.0,Income
2024-09-05,Shopping,1350.66,Expense
2024-09-05,Rent,1113.56,Expense
2024-09-05,Other,3396.0,Income
2024-09-05,Travel,373.74,Expense
2024-09-06,Entertainment,1003.01,Expense
2024-09-07,Investment,2674.0,Income
2024-09-08,Entertainment,1671.53,Expense
2024-09-10,Health & Fitness,320.43,Expense
2024-09-13,Investment,4535.0,Income
2024-09-15,Food & Drink,1697.54,Expense
2024-09-16,Health & Fitness,989.76,Expense
2024-09-17,Travel,986.7,Expense
2024-09-17,Travel,801.78,Expense
2024-09-17,Utilities,117.75,Expense
2024-09-18,Salary,5639.7300000000005,Income
2024-09-21,Other,3725.0,Income
2024-09-22,Utilities,919.82,Expense
2024-09-23,Other,3085.0,Income
2024-09-24,Food & Drink,1351.47,Expense
2024-09-25,Rent,657.62,Expense
2024-09-26,Travel,382.43,Expense
2024-09-26,Travel,947.98,Expense
2024-09-27,Health & Fitness,375.99,Expense
2024-09-27,Shopping,1404.42,Expense
2024-10-01,Shopping,566.46,Expense
2024-10-01,Investment,2372.0,Income
2024-10-02,Travel,1610.13,Expense
2024-10-02,Shopping,400.17,Expense
2024-10-03,Utilities,951.24,Expense
2024-10-04,Other,4592.0,Income
2024-10-04,Other,4486.0,Income
2024-10-07,Food & Drink,802.82,Expense
2024-10-08,Food & Drink,438.78,Expense
2024-10-09,Rent,905.21,Expense
2024-10-10,Health & Fitness,727.01,Expense
2024-10-10,Travel,694.84,Expense
2024-10-11,Health & Fitness,1736.06,Expense
2024-10-12,Entertainment,1157.94,Expense
2024-10-15,Utilities,1958.95,Expense
2024-10-17,Health & Fitness,1349.65,Expense
2024-10-17,Salary,5341.11,Income
2024-10-18,Travel,932.87,Expense
2024-10-19,Utilities,1284.76,Expense
2024-10-19,Shopping,1266.23,Expense
2024-10-21,Rent,167.43,Expense
2024-10-21,Health & Fitness,640.59,Expense
2024-10-21,Travel,1214.72,Expense
2024-10-23,Salary,4692.42,Income
2024-10-24,Salary,2501.52,Income
2024-10-28,Investment,1524.0,Income
2024-11-01,Travel,1881.47,Expense
2024-11-02,Rent,429.04,Expense
2024-11-03,Rent,136.95,Expense
2024-11-03,Food & Drink,62.47,Expense
2024-11-11,Rent,216.82,Expense
2024-11-11,Rent,1313.12,Expense
2024-11-12,Travel,466.42,Expense
2024-11-13,Salary,3770.1,Income
2024-11-13,Investment,734.0,Income
2024-11-13,Other,3164.0,Income
2024-11-13,Salary,5850.63,Income
2024-11-14,Travel,1101.61,Expense
2024-11-14,Investment,4240.0,Income
2024-11-16,Shopping,1051.69,Expense
2024-11-17,Travel,1818.76,Expense
2024-11-17,Entertainment,1611.37,Expense
2024-11-17,Health & Fitness,830.29,Expense
2024-11-17,Investment,500.0,Income
2024-11-18,Utilities,694.33,Expense
2024-11-18,Food & Drink,1378.66,Expense
2024-11-19,Salary,1818.66,Income
2024-11-20,Travel,1198.04,Expense
2024-11-20,Health & Fitness,385.26,Expense
2024-11-22,Shopping,795.56,Expense
2024-11-23,Other,3599.0,Income
2024-11-24,Rent,850.26,Expense
2024-11-24,Travel,576.51,Expense
2024-11-24,Travel,831.68,Expense
2024-11-25,Utilities,281.88,Expense
2024-11-25,Other,4209.0,Income
2024-11-25,Salary,1151.1,Income
2024-11-26,Investment,4882.0,Income
2024-11-29,Investment,2811.0,Income
2024-11-30,Salary,4370.82,Income
2024-12-02,Utilities,39.3,Expense
2024-12-05,Shopping,630.04,Expense
2024-12-06,Health & Fitness,932.73,Expense
2024-12-09,Health & Fitness,169.64,Expense
2024-12-11,Utilities,121.52,Expense
2024-12-12,Rent,1090.95,Expense
2024-12-12,Other,3625.0,Income
2024-12-15,Rent,1949.45,Expense
2024-12-16,Shopping,1544.74,Expense
2024-12-19,Food & Drink,406.37,Expense
2024-12-19,Rent,1047.07,Expense
2024-12-21,Salary,2353.05,Income
2024-12-23,Health & Fitness,325.64,Expense
2024-12-28,Rent,514.09,Expense
2024-12-28,Entertainment,727.25,Expense
2024-12-28,Investment,1425.0,Income
2024-12-29,Shopping,655.78,Expense
2024-12-29,Other,1480.0,Income
